metric,arm,tier,group,w_n_abs,w_n_prog,w_n_pts_both,w_medabsz_abs,w_medabsz_prog,w_n_inf_abs,w_n_inf_prog,w_medabsrel_abs,w_medabsrel_prog,w_medrel_abs,w_medrel_prog,w_seedsdrel_abs,w_align_dz,w_align_dz_max,w_align_drel,w_sign_flip_frac,w_frac_zero_sd_abs,w_frac_exact_eq_abs,w_frac_exact_eq_prog,w_medgap_abs,w_medgap_prog,p_n_abs,p_n_prog,p_n_pts_both,p_medabsz_abs,p_medabsz_prog,p_n_inf_abs,p_n_inf_prog,p_medabsrel_abs,p_medabsrel_prog,p_medrel_abs,p_medrel_prog,p_seedsdrel_abs,p_align_dz,p_align_dz_max,p_align_drel,p_sign_flip_frac,p_frac_zero_sd_abs,p_frac_exact_eq_abs,p_frac_exact_eq_prog,p_medgap_abs,p_medgap_prog,deterministic,verdict,verdict_prog,verdict_flip,align_unstable_warmup,align_unstable_post,align_unstable,untestable_warmup,why_unsafe,unsafe
probe/block_in_stats_std,none,periodic,dynamics,2.0,1.0,1.0,6.500503057503552,1.8061994638078775,0.0,0.0,0.302255005433245,0.6514617490951611,0.302255005433245,-0.6514617490951611,0.1573218760258088,2.7563909797206634,2.7563909797206634,2.5713368869663222,1.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,91.92523052530768,58.064224686729794,0.0,0.0,1.6931181397492836,1.163733669599024,1.6931181397492836,1.163733669599024,0.0191633934298925,13.776218708343404,28.733643911672743,0.4012417575628145,0.0,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,False,True,True,True,alignment-unstable after window; window untestable (<5 pts),True
probe/c_proj_in_norm,none,periodic,dynamics,2.0,1.0,1.0,17.34118517763191,1.5944715477432485,0.0,0.0,0.1180500092386085,0.2685233316010246,0.1180500092386085,-0.2685233316010246,0.0654184644151462,2.4179365411801013,2.4179365411801013,0.4769102600141058,1.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,44.968990017425696,27.4756646337586,0.0,0.0,0.6609815657267935,0.5084184399384584,0.6609815657267935,0.5084184399384584,0.0171723706253566,5.351811588011397,14.969319348765342,0.2253646087492454,0.0,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,False,True,True,True,alignment-unstable after window; window untestable (<5 pts),True
probe/c_proj_in_stats_mean,none,periodic,dynamics,2.0,1.0,1.0,0.330763754653874,1.3759670121072598,0.0,0.0,27.010796862355697,8.47622031617249,-26.59806031864821,-8.47622031617249,105.58961608779732,1.3559757087863653,1.3559757087863653,1.0785508494208165,1.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,2.0150761648533537,1.991845715477788,0.0,0.0,8.742780088372964,10.574308043188976,-8.742780088372964,-10.574308043188976,5.165935266048171,0.3678995014807401,1.2261672729846649,2.498546587023017,0.0,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,False,False,False,True,window untestable (<5 pts),True
probe/c_proj_in_stats_rms,none,periodic,dynamics,2.0,1.0,1.0,0.356711520135453,2.176384074161662,0.0,0.0,0.0326704223295115,0.3665225961546286,-0.0317403115844714,-0.3665225961546286,0.0654184669817129,2.41793661071806,2.41793661071806,0.4769102424281412,0.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,29.74102476373483,16.11890097210131,0.0,0.0,0.4384522473323827,0.3063286879150372,0.4384522473323827,0.3063286879150372,0.0171723790881193,5.351811070515074,14.969316772270895,0.2253645364505761,0.1,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,False,True,True,True,alignment-unstable after window; window untestable (<5 pts),True
probe/c_proj_in_stats_std,none,periodic,dynamics,2.0,1.0,1.0,0.3587874671755514,2.176224544534285,0.0,0.0,0.0326817654265902,0.3664826139431207,-0.0317402653057409,-0.3664826139431207,0.0654026146162117,2.4175739843601485,2.4175739843601485,0.4767992005568565,0.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,29.801555954080985,16.0642428355632,0.0,0.0,0.4384701828701425,0.3059502715873994,0.4384701828701425,0.3059502715873994,0.0171988986022164,5.357281230265002,14.96744138732916,0.2253954564501832,0.1,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,False,True,True,True,alignment-unstable after window; window untestable (<5 pts),True
probe/logit_entropy_mean,none,periodic,dynamics,2.0,1.0,1.0,25.50142279992622,6.520131919974941,0.0,0.0,0.0344732077457862,0.2089929744491496,-0.0344732077457862,-0.2089929744491496,0.0127613686563002,5.497378021770592,5.497378021770592,0.1770667610756049,0.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,1.0720546618479534,3.802890759410798,0.0,0.0,0.0158699214470318,0.080173877200748,-0.0158699214470318,-0.080173877200748,0.0191030515103071,3.092844083936116,5.407146599416377,0.0746287461145285,0.2,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,True,True,True,True,alignment-unstable in window; alignment-unstable after window; window untestable (<5 pts),True
probe/logit_lse_mean,none,periodic,dynamics,2.0,1.0,1.0,4.620086308934321,37.80230425312611,0.0,0.0,0.0112618353242879,0.1250072858333537,0.0111791152838189,0.1250072858333537,0.0038028913936945,15.789413648475607,15.789413648475607,0.0911694853151732,0.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,7.972649772006831,2.4858497532807884,0.0,0.0,0.0273783364937674,0.0110706695139588,0.0273783364937674,0.0110706695139588,0.0032860298147696,4.6889158136134,18.57288347936414,0.0191254772339388,0.1,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,True,True,True,True,alignment-unstable in window; alignment-unstable after window; window untestable (<5 pts),True
probe/logit_margin_mean,none,periodic,dynamics,2.0,1.0,1.0,1.8740510376987736,17.206564627587245,0.0,0.0,0.0869969146355526,0.4285298473530222,0.0869969146355526,0.4285298473530222,0.0508756155887181,11.08424852126402,11.08424852126402,0.2576262517228221,0.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,1.3174099136560398,4.929440431180442,0.0,0.0,0.0178425103611806,0.0787686342413317,0.0145095237899384,0.0787686342413317,0.0147185713663359,4.4196616059616805,5.415877320570511,0.0766853052858194,0.4,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,True,True,True,True,alignment-unstable in window; alignment-unstable after window; window untestable (<5 pts),True
probe/logit_max_postcap,none,periodic,dynamics,2.0,1.0,1.0,3.87164156152447,3.323534677667195,0.0,0.0,0.072295298782922,0.0166450374692925,0.072295298782922,0.0166450374692925,0.0180039498450883,3.6781406002838417,3.6781406002838417,0.0130681593402801,0.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,1.4372041878783055,1.6401758806713898,0.0,0.0,0.0011871095191027,0.0016362593385731,0.0009576026453969,0.0010216097856262,0.0008162003563109,2.6029370893948998,10.023276677368491,0.0030055730785224,0.7,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,True,False,True,True,alignment-unstable in window; window untestable (<5 pts),True
probe/logit_max_precap,none,periodic,dynamics,2.0,1.0,1.0,4.006964495773294,5.793484695237066,0.0,0.0,0.1072712618331259,0.2552729413406586,0.1072712618331259,0.2552729413406586,0.0267371115292294,4.891914167607353,4.891914167607353,0.1449772532029627,0.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,1.5238069502390643,2.02440845299994,0.0,0.0,0.0456445248908808,0.0666178092272979,0.0344622245556532,0.034449545503422,0.0365103031691898,2.9578326638282224,13.66320179720624,0.1225446293531448,0.7,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,True,False,True,True,alignment-unstable in window; window untestable (<5 pts),True
probe/logit_saturation_fraction,none,periodic,dynamics,2.0,1.0,1.0,6.821911255880836,338.0953475159515,0.0,0.0,1.377455302041824,242.4050715031168,1.377455302041824,242.4050715031168,0.1009581662949944,13.837843393918543,13.837843393918543,0.9902325153401276,0.0,0.5,0.5,0.0,101.0,0.040079365079365,10.0,22.0,10.0,1.903370383307704,19.927244130153085,0.0,0.0,0.457976660475504,4.47934327355091,-0.4390099337778583,4.47934327355091,0.180772669998283,6.905281762770459,9.807525195095735,0.981440693475842,0.7,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,True,True,True,True,alignment-unstable in window; alignment-unstable after window; window untestable (<5 pts),True
probe/logit_softcap_equiv_err,none,periodic,dynamics,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,1.0,1.0,1.0,101.0,0.040079365079365,10.0,22.0,10.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,1.0,1.0,1.0,101.0,0.040079365079365,True,underpowered,underpowered,False,False,False,False,True,window untestable (<5 pts),True
probe/logit_z_loss,none,periodic,dynamics,2.0,1.0,1.0,4.662514365375303,39.248913239404985,0.0,0.0,0.0228896321960009,0.2639672258039191,0.0227246441089035,0.2639672258039191,0.0075007806770522,15.292790641086606,15.292790641086606,0.172752065909095,0.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,8.017154570193537,2.593650405272096,0.0,0.0,0.0543882788893109,0.0225881434669501,0.0543882788893109,0.0225881434669501,0.0064299929635533,4.582818444768094,17.674615390819035,0.0364626705070869,0.1,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,True,True,True,True,alignment-unstable in window; alignment-unstable after window; window untestable (<5 pts),True
probe/loss,none,periodic,dynamics,2.0,1.0,1.0,11.424886480428723,16.53623270957533,0.0,0.0,0.0155909753624603,0.2188340327711511,-0.0155909753624603,-0.2188340327711511,0.0030576041308238,19.452018933645075,19.452018933645075,0.24088410333262,0.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,14.175063238699488,57.12883407159646,0.0,0.0,0.0163128900954846,0.0771759933297023,-0.0129602360676809,-0.0771759933297023,0.0012969722675819,52.9490659404801,78.38132973346443,0.0847424614981479,0.4,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,True,True,True,True,alignment-unstable in window; alignment-unstable after window; window untestable (<5 pts),True
probe/mlp_out_norm,none,periodic,dynamics,2.0,1.0,1.0,18.38086792737324,0.3077960510873054,0.0,0.0,0.2285991938289779,0.0683592020642018,0.2285991938289779,-0.0683592020642018,0.1362125046946552,1.1832582024670122,1.1832582024670122,0.3332764414326917,1.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,27.12668780144086,28.493920752738696,0.0,0.0,1.1532348458859765,1.3347748999182905,1.1532348458859765,1.3347748999182905,0.0428267180240536,4.234344109256654,9.997468048653078,0.3032979249121311,0.0,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,False,True,True,True,alignment-unstable after window; window untestable (<5 pts),True
probe/mlp_out_stats_mean,none,periodic,dynamics,2.0,1.0,1.0,0.2178764984633185,0.4865406820763422,0.0,0.0,7.762656923410994,1.0540320926923337,5.49365063028103,1.0540320926923337,187.66369738867863,0.5193808101266452,0.5193808101266452,225.8338489771476,0.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,0.3166224752062692,0.2413578576441367,0.0,0.0,12.065567772966666,6.036094257355578,12.065567772966666,1.154951760091642,57.5159565353905,0.1628293102028917,0.3874012751793846,10.487051917206944,0.1,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,False,False,False,True,window untestable (<5 pts),True
probe/mlp_out_stats_rms,none,periodic,dynamics,2.0,1.0,1.0,4.49953777555851,0.869797317164517,0.0,0.0,0.0639980943074695,0.1931754501689451,0.0639980943074695,-0.1931754501689451,0.1362125096755965,1.1832584197767508,1.1832584197767508,0.3332764948996085,1.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,20.35929002827036,22.633113492301224,0.0,0.0,0.8647561026412263,1.0219744524050594,0.8647561026412263,1.0219744524050594,0.0428267291568063,4.234343680433433,9.997467807263826,0.3032978963594583,0.0,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,False,True,True,True,alignment-unstable after window; window untestable (<5 pts),True
probe/mlp_out_stats_std,none,periodic,dynamics,2.0,1.0,1.0,4.508795292176976,0.8697224009243334,0.0,0.0,0.0639882549961236,0.1931756287029772,0.0639882549961236,-0.1931756287029772,0.1361835697819615,1.183261196475789,1.183261196475789,0.3332675870483371,1.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,20.357825345712385,22.638177589540227,0.0,0.0,0.8647717295923529,1.0220406451204642,0.8647717295923529,1.0220406451204642,0.0428295126621008,4.234662373919624,10.006543140500224,0.3032886510127565,0.0,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,False,True,True,True,alignment-unstable after window; window untestable (<5 pts),True
probe/mlp_residual_ratio,none,periodic,dynamics,2.0,1.0,1.0,5.552650120670187,11.9786867195536,0.0,0.0,0.1985752366810011,1.3743249050735349,-0.1985752366810011,1.3743249050735349,0.0412052835524155,13.705075174396615,13.705075174396615,0.6507602119326003,1.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,9.663622205455887,4.043482139222919,0.0,0.0,0.3029993123432102,0.1347798293918825,-0.3029993123432102,-0.1260682662014409,0.0339202904403219,10.56971448676786,16.41037047989636,0.2935921116138442,0.3,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,True,True,True,True,alignment-unstable in window; alignment-unstable after window; window untestable (<5 pts),True
probe/relu2_sparsity,none,periodic,dynamics,2.0,1.0,1.0,1.0744184371584116,11.94716072928671,0.0,0.0,0.0328972797577321,0.264807008060368,0.0328972797577321,0.264807008060368,0.0176235462280965,5.60629916043218,5.60629916043218,0.157391642743153,0.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,26.524061773188865,17.291897223521687,0.0,0.0,0.0682443546271237,0.0535470873008003,0.0682443546271237,0.0535470873008003,0.0029819469172569,8.178498551004653,11.566192091774717,0.0346070445167376,0.0,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,True,True,True,True,alignment-unstable in window; alignment-unstable after window; window untestable (<5 pts),True
probe/resid_contribution_ratio,none,periodic,dynamics,2.0,1.0,1.0,1.9855079602777004,5.874489786536909,0.0,0.0,0.0090689030032478,0.0507357962426767,0.0090689030032478,0.0507357962426767,0.0060554682420021,4.521212855968752,4.521212855968752,0.0394170087274239,0.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,3.393673530986147,4.017428845449592,0.0,0.0,0.0162199240914674,0.0183208523806598,0.0162199240914674,0.0183208523806598,0.0045028249990806,1.1405260839520364,1.4611341367691355,0.0051280138798516,0.0,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,True,False,True,True,alignment-unstable in window; window untestable (<5 pts),True
probe/resid_term_norm,none,periodic,dynamics,2.0,1.0,1.0,11.72714920825458,1.6427181491715412,0.0,0.0,0.5170367425885591,0.5763451332175684,0.5170367425885591,-0.5763451332175684,0.1513466143513857,2.7808920433691853,2.7808920433691853,2.423234294719979,1.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,131.14427252612097,83.72145199898016,0.0,0.0,2.1161527906329067,1.489969064614454,2.1161527906329067,1.489969064614454,0.0167145649433352,14.858093591604478,31.293917337266667,0.3989596430258256,0.0,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,False,True,True,True,alignment-unstable after window; window untestable (<5 pts),True
probe/residual_mix_equiv_err,none,periodic,dynamics,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,1.0,1.0,1.0,101.0,0.040079365079365,10.0,22.0,10.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,1.0,1.0,1.0,101.0,0.040079365079365,True,underpowered,underpowered,False,False,False,False,True,window untestable (<5 pts),True
probe/ve_contribution_ratio,none,periodic,dynamics,2.0,1.0,1.0,34.2000795776848,1.3269425983109715,0.0,0.0,0.1783431619226576,0.0459398307181521,-0.1783431619226576,0.0459398307181521,0.0185286042087475,8.279956264295675,8.279956264295675,0.2539729847575331,1.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,3.987093052028345,6.288922466178676,0.0,0.0,0.1654786734598727,0.3227858993965626,-0.1654786734598727,-0.3227858993965626,0.0475362879230483,3.841222267537404,12.082145030059085,0.2259202794649249,0.0,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,True,True,True,True,alignment-unstable in window; alignment-unstable after window; window untestable (<5 pts),True
probe/ve_gate_mean,none,periodic,dynamics,2.0,1.0,1.0,1.0396780198577915,12.186980728172918,0.0,0.0,0.016853749787545,0.1435393785670253,0.0150609601702319,-0.1435393785670253,0.0239359882384532,5.949020198655196,5.949020198655196,0.2048594928173625,1.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,5.647229009092262,7.916935838400539,0.0,0.0,0.0868528679678588,0.1224299645389516,0.0868528679678588,-0.1199150742864796,0.0148973021439389,11.419448971650755,19.912545564175417,0.2130499150676422,0.7,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,True,True,True,True,alignment-unstable in window; alignment-unstable after window; window untestable (<5 pts),True
probe/ve_gate_rms,none,periodic,dynamics,2.0,1.0,1.0,0.937179857651718,10.743481467100915,0.0,0.0,0.0138750669820252,0.1161902688658517,0.0121051686098302,-0.1161902688658517,0.026554130954787,4.266668984109191,4.266668984109191,0.1608609856278308,1.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,7.683451413985754,3.278751598300873,0.0,0.0,0.1138407490569525,0.0531669947960938,0.1138407490569525,-0.046483841748416,0.016355382625719,6.769216494719987,11.978821076152228,0.1519379596845022,0.6,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,True,True,True,True,alignment-unstable in window; alignment-unstable after window; window untestable (<5 pts),True
probe/ve_gate_std,none,periodic,dynamics,2.0,1.0,1.0,0.5899339522397413,1.2788596513708392,0.0,0.0,0.0404280868117736,0.0765367421465314,-0.0404280868117736,0.0765367421465314,0.065538762695342,1.676246011111998,1.676246011111998,0.0922916305912862,1.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,7.886405494274315,9.496220594175425,0.0,0.0,0.1529522867980847,0.2094460032202306,0.1529522867980847,0.2094460032202306,0.0190374285943317,1.648208536192406,4.299479823221634,0.049724548186603,0.0,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,False,False,False,True,window untestable (<5 pts),True
probe/x0_contribution_ratio,none,periodic,dynamics,2.0,1.0,1.0,2.097189118036013,8.097589247029832,0.0,0.0,0.2652694148092094,0.512697784160793,-0.2652694148092094,-0.512697784160793,0.1482907746512986,3.1548478303167795,3.1548478303167795,0.5052226690070973,0.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,3.084345972293284,3.72506930031651,0.0,0.0,0.3895383096131279,0.4330344984786976,-0.3895383096131279,-0.4330344984786976,0.1227811848959133,0.6362267841106819,1.8485386244427957,0.079292074134099,0.0,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,True,False,True,True,alignment-unstable in window; window untestable (<5 pts),True
probe/x0_term_norm,none,periodic,dynamics,2.0,1.0,1.0,0.870993442526993,1.919342068856284,0.0,0.0,0.1589836289100752,0.8408524994989298,0.0233770010751637,-0.8408524994989298,0.314301726885025,2.5764153372682346,2.5764153372682346,4.431397725026013,0.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,10.540430139195667,3.683332511170793,0.0,0.0,1.517191195753076,0.5043301825872664,1.517191195753076,0.5043301825872664,0.1372652012909098,3.2996764675743613,4.377286129416858,0.5138741081914515,0.0,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,False,True,True,True,alignment-unstable after window; window untestable (<5 pts),True
sketch/grad_cosine_prev,none,periodic,dynamics,1.0,1.0,1.0,0.0994450879653439,1.1437499511999971,0.0,0.0,0.5325026080238019,1.1266348834434956,0.5325026080238019,-1.1266348834434956,5.354740177909805,1.0250691569133703,1.0250691569133703,4.691695204858741,1.0,0.0,0.0,0.0,101.0,0.040079365079365,10.0,22.0,10.0,1.6845512954118007,0.9699395705344904,0.0,0.0,3.430654054777804,1.853789154928344,1.0784004292556195,0.0951516371238469,1.6695769646593992,0.5622949349273463,1.8753443580492972,1.838844015513952,0.1,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,False,False,False,True,window untestable (<5 pts),True
sketch/grad_sq_norm,none,periodic,dynamics,2.0,2.0,2.0,0.6450485299663113,0.7308055785930548,0.0,0.0,0.4118256973550764,0.705008203721576,-0.4118256973550764,0.705008203721576,0.3192207083834333,1.2866559689435295,2.5733119378870595,0.6550313943586332,1.0,0.5,0.5,0.5,101.0,0.040079365079365,10.0,22.0,10.0,3.4388728182104886,3.933815597707481,0.0,0.0,0.5442332957112697,0.6545149936342907,-0.3877224425047114,-0.6545149936342907,0.1469725341646697,3.5109026283377336,7.954352637999905,1.0231899853862858,0.3,0.0,0.0,0.0,101.0,0.040079365079365,False,underpowered,underpowered,False,False,True,True,True,alignment-unstable after window; window untestable (<5 pts),True
calib/grad_norm,none,sparse,dynamics,13.0,13.0,13.0,2.9104869114926992,6.852272489491058,0.0,0.0,0.161110735081139,0.2990607671491561,0.1192596098601233,0.1697910758567337,0.1248914862041762,2.3809673319831077,17.069379330500993,0.2599354433510121,0.3076923076923077,0.0,0.0,0.0,8.0,0.0031746031746031,9.0,19.0,9.0,3.28373504694049,0.893734066201928,0.0,0.0,0.4398417775873127,0.1706396120381286,0.1403341605599152,0.1604963128065205,0.1402389207399198,1.0134459781822736,3.9310671435471978,0.2224343110375096,0.3333333333333333,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,warmup-dominated,True,False,False,False,False,verdict flips with alignment,True
curvature/Hg_norm,native,sparse,dynamics,12.0,10.0,10.0,3.8712299017513887,5.059415354332121,0.0,0.0,0.299576998481834,0.6577384633896455,0.299576998481834,0.4658063466629036,0.0958454986091494,1.8260130588425407,10.223016514503136,0.4596362078314541,0.5,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,1.8761630678899477,4.791569976774317,0.0,0.0,0.3954353918083743,0.9964847277394872,-0.3954353918083743,0.9964847277394872,0.2200424668152504,4.148495837929132,7.085496050358269,0.7090551946217791,0.7,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,uniformly different,False,False,True,True,False,alignment-unstable after window,True
curvature/Hg_norm,shadow_fp32,sparse,dynamics,12.0,10.0,10.0,3.87405359571226,5.139772285499027,0.0,0.0,0.2981570608916628,0.6619327361873213,0.2981570608916628,0.5105541503635985,0.0971377450624023,1.8517518193106024,10.285613264159132,0.4837939481321531,0.4,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,1.830789003885966,4.748460809010217,0.0,0.0,0.3927152593931196,0.9482612626453586,-0.3927152593931196,0.9482612626453586,0.2157284570659561,4.159391989817932,7.063571030345809,0.709607181517526,0.7,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,uniformly different,False,False,True,True,False,alignment-unstable after window,True
curvature/e_lin_random,native,sparse,dynamics,12.0,10.0,10.0,5.582564890980931,5.176190727342164,0.0,0.0,0.1326946369896688,0.094096137457809,0.1326946369896688,0.094096137457809,0.0206923094683514,1.8946137799215237,19.05370087760106,0.0807011246255336,0.2,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,3.040431421337865,4.821578886792571,0.0,0.0,0.1149298472320736,0.2626024608349396,-0.0927098999586013,-0.2626024608349396,0.0432963795006891,0.7063368911151936,1.6771321184400945,0.0355686091522319,0.0,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,uniformly different,False,False,False,False,False,,False
curvature/e_lin_random,shadow_fp32,sparse,dynamics,12.0,10.0,10.0,9.086665982174756,5.801021817862344,0.0,0.0,0.1710919822953067,0.2047192854934592,0.1710919822953067,0.1924305700153041,0.016747470013602,1.6600206818045729,22.649517361450627,0.0304539791603185,0.2,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,3.1435450925248603,2.443977115086186,0.0,0.0,0.1646903492165242,0.1000474708020015,0.1646903492165242,0.1000474708020015,0.0478129673989731,1.160319268877982,3.274370508557229,0.0511873781851444,0.1,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,uniformly different,False,False,False,False,False,,False
curvature/e_lin_update,native,sparse,dynamics,12.0,10.0,10.0,3.926579473278191,3.4777067776083905,0.0,0.0,0.2149857129559179,0.3672107955078885,0.2149857129559179,0.0411325621596847,0.0546579538836575,2.442207613815357,8.032787513825177,0.1596982345038335,0.4,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,2.831613054261848,1.9240797075076452,0.0,0.0,0.1180167213921224,0.1354425902962585,0.0055521512272,-0.1343035320502016,0.0482347459745574,0.8875586511039294,4.409782570135413,0.052111161329476,0.1,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,uniformly different,False,False,False,False,False,,False
curvature/e_lin_update,shadow_fp32,sparse,dynamics,12.0,10.0,10.0,3.402294908369312,2.336990268319183,0.0,0.0,0.1354691786677187,0.1272298347385153,0.1354691786677187,0.0677536011588518,0.0325872188273231,2.5906904488170888,13.342269322754632,0.1137941897438175,0.4,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,4.263806874572003,3.847235550963728,0.0,0.0,0.1993424692920401,0.1820263663464317,0.1993424692920401,0.1820263663464317,0.0456820940456428,1.2596988246505092,3.461839860637871,0.054551645306919,0.1,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,uniformly different,False,False,False,False,False,,False
curvature/fd_floor_gradient,native,sparse,dynamics,12.0,10.0,10.0,6.0737245544688285,4.487911931402307,0.0,0.0,0.1243409611010954,0.1693700849308089,0.1243409611010954,0.0871181620672777,0.0211806656693105,3.9170319675752023,11.969482659698691,0.143134354762272,0.3,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,3.0799940965750485,4.188736550512493,0.0,0.0,0.1606504419940654,0.2132181336409537,-0.1606504419940654,0.2132181336409537,0.0458078247034958,5.424565158927793,14.87698758617519,0.2933216665690618,0.8,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,uniformly different,False,True,True,True,False,alignment-unstable in window; alignment-unstable after window,True
curvature/fd_floor_gradient,shadow_fp32,sparse,dynamics,12.0,10.0,10.0,6.017700717851573,19.908172361238517,0.0,0.0,0.139913212163414,1.0959218284639742,0.1242094978592578,0.8190888830707946,0.0213648208065836,2.839505554241102,169.43077345661192,0.710582362560478,0.5,0.0,0.0,0.0,8.0,0.0047619047619047,10.0,21.0,10.0,2.0299350102889635,1.8743224376732288,0.0,0.0,0.6707596549443351,0.3076649586836514,-0.6707596549443351,0.0628050548672924,0.3655606056991611,2.3450580386127813,3.060793678950979,0.7842320559527974,0.6,0.0,0.0,0.0,126.0,0.0499999999999999,False,uniformly different,warmup-dominated,True,False,False,False,False,verdict flips with alignment,True
